Transaction ID,Customer ID,Transaction Date,Transaction Amount
f72db7c9-1540-464e-ae5d-ffc8a03d3ea6,44f0fc7a-6e92-40fe-a3b2-ce40ec7da167,2024-04-22,114.71
6ceefba1-e95d-4294-8024-436a64adbb99,2d70c276-113e-49bd-b051-7bb6012a9873,2022-10-06,116.56
8147c654-fa15-4381-99fb-0b352b19ecd7,87132750-f1dd-48e6-adba-9ea0c83a9760,2022-04-30,173.5
40a04ddd-8c0a-4615-8f89-0c4b332c42c2,d57c581f-0b1d-48e8-899e-288b16ff76a2,2023-02-17,66.92
5aaf8965-b687-4b0b-a0dc-49bc0a698804,a211299b-f723-4830-8673-265350f40078,2023-02-06,130.67
c44e570f-9133-4306-baa4-4fd8a71f7ed8,7df15c87-9f30-40d7-af26-4170d7017dae,2022-12-25,121.24
28b12cf9-8df0-45d8-a2da-f243f95c08d5,4f5a623e-fd68-4457-bacc-0df3e94ba77f,2024-02-21,128.13
33b794fe-ac36-439e-a407-a9870befced1,c3fe836f-3171-476a-9417-6967e953856c,2023-12-10,91.35
b4c8c2d6-7244-44a1-bc97-60eec5d974d8,af569352-c349-4185-8fc5-51a72e1ea9ce,2023-10-12,161.58
c6bb45cc-e569-4712-b05e-393ee011ef2b,196fed7e-59e5-4b43-a116-7a7258ac72f6,2022-09-20,264.8
4af6bb23-b83d-4b06-9c3c-76a5c407331c,e23770fd-3a0e-4f24-a68d-41c08cfce1ef,2022-12-26,236.97
909d9815-c144-451a-88eb-36bba381dac5,36ad7791-22df-4aea-860a-0e78c2810ff9,2024-03-24,176.93
d9164c2c-6848-4d01-ae07-2dc0a37ee9c0,5319b452-26ae-416e-9122-900e1f935b63,2022-05-24,131.42
6922f178-274a-48f0-a8f2-f3763e6dfec2,8cd49477-bf54-492a-bc35-b2d45ae00587,2022-12-08,87.13
1d7aea0c-2277-4b42-9835-9fa746f012ba,f447ff00-e41b-4234-ad09-36236301e76e,2023-09-21,219.52
b90bf79c-36a0-407a-86e7-b16277a9936c,abe06733-24c4-4d38-b566-f5531e75fe29,2023-01-01,78.78
3589ff66-ed96-4f12-8ba9-612948849317,7d7ad273-402e-452d-b897-930373386ee1,2023-05-31,105.32
3dd661a7-b44b-43e5-a8e6-ff5641e088d1,cf4afb0c-90e3-442d-9d63-1ac6cdf3a044,2023-06-13,62.46
1da6f4ac-9987-4d0c-8e57-8236d7b32eee,39fd7c54-a328-4241-9f74-925a2eef54d2,2023-03-10,45.91
fb68d6a5-8fe6-4f07-8c22-60416a3a4d4b,4564b7dd-bd6c-4e07-808d-185aa145a983,2023-04-06,254.11
58293d62-3bbf-4e53-819b-e42b416b8c13,6363eb68-cefe-4fd8-8399-274d6956df43,2024-01-26,55.49
a80c12d2-8d8b-4156-9605-5cc2d1630999,0c7f3213-678d-4e5b-a8a7-d4a7041ac0ee,2023-11-14,130.17
bb97c7bc-f392-4a57-8122-4bf6ae6dad19,305f5360-48b5-415c-833d-0509179cef23,2022-05-24,65.86
c02e3629-86cb-4753-a246-6bf063f38b4b,e53cd93b-6b6b-49f6-ac0b-d93ebad654c4,2024-01-15,139.32
6795513c-6cd3-4de6-9627-cca0d035b9e8,7ceb2445-d604-4d99-bb2c-e61a742fbf14,2023-08-31,45.3
a1656b94-68d4-4e9f-a2a0-13d52591742e,dda625b5-5c2f-4089-b941-f6b401f35bb6,2023-07-02,89.05
43064bf1-a1bc-431e-95d4-1e8e2101cada,562ec9c5-75de-44b3-988c-70a726f3b688,2022-07-25,151.0
a690cee6-814f-4f59-935d-525840b9a6eb,2bf36fd7-a1be-4deb-9d9e-ab0cba94ddb0,2023-04-24,61.36
4b909d95-0fca-40cd-bd78-9af72e5e78f2,4da5b60a-9f33-4551-b5f9-1890d2a5b6ce,2022-07-03,111.04
d5520649-0a50-4ef7-ab5e-ee4ccb7319dd,91b1cfd8-cddc-42e0-8c45-ec55651cb0b9,2024-01-24,94.92
156fde02-82a7-4dd4-bca9-a358e38e8b9b,7c428381-4ea1-4de1-b9c1-bab1637aada8,2022-06-15,70.23
6fddc0a6-b3d0-4618-ae73-271c77efe195,56a59b78-532a-481d-9903-c2de22bdbcd1,2023-06-14,30.17
36475896-2444-4afd-94db-157186c137ea,9b939f20-72e8-4cf9-aea8-f1ee7f4450f7,2024-01-13,16.73
11c195de-31f1-45d4-9232-d9c66115cec7,668245bc-df46-4f94-8648-446686346448,2022-09-24,43.62
693f7c32-1b11-4b78-adf0-19b0229aef9d,28308e47-3bb0-4b75-9cfa-6adecea28c0d,2024-04-14,166.46
018ec15a-3c52-4259-b1a2-179f4bd5823d,c56baaa9-6fd3-4591-a27b-e956b846763b,2022-06-10,81.55
8e1a2a76-3666-41be-8048-9b4e7299b65e,68512761-4bda-450a-a3dd-cd9003822b9f,2023-05-29,86.98
e76d4a27-c879-40b7-9134-0e782c4636f3,99eab9cf-7227-4951-8f0d-2a6f8aa91206,2022-07-12,279.38
80d96316-fed2-43df-9434-0402cf40fa79,09706e42-6d89-4236-8340-1e7ceac0a3f9,2022-07-03,36.22
556bb898-f5df-4233-93ba-725d65a7d3c7,93bbc44c-10bd-4983-894a-e2900bb683c5,2024-03-17,118.58
d5435c9a-dd64-4e01-b1f1-2cf3990480b7,59e80dcb-1173-4826-8b85-574025e3394c,2023-12-24,112.59
0d2857e6-8e11-40d7-9edf-0000bb8700d2,84f53ffc-26a1-46ec-a344-76946dded217,2023-01-09,117.52
241ce2a8-1dc0-483a-9b7b-83073ef135cd,e2d16e30-0e79-49c4-ab9e-265068b42142,2023-01-20,102.0
5a1c09fe-421e-4515-a031-948520762760,22034c26-2c4d-4d94-a2b7-c76f75a27b47,2024-03-12,173.69
daadcc07-f0f1-464d-bd94-8de1fe42275e,fad5c483-0c07-455f-915d-42fafb98efac,2022-07-27,126.13
df54aafd-cd16-4b01-9f4e-66787570bb7e,62abbb98-fdd2-43b6-9bbd-6a26dcdd77f7,2022-11-15,82.4
05a79351-4181-4b31-ac71-c67eba646ae6,2174576a-9662-4f61-b0a8-a6299ab71cc9,2022-10-28,159.43
e629cd7c-c594-476e-8057-d06cefdfc389,823d68c1-0933-4862-a9b7-0fbb1de7c493,2023-01-17,137.39
aced6cc9-ed7d-4517-a8c8-708e56b90cb9,539d9cab-1d1b-4159-8024-d18782bd97cf,2023-09-26,150.13
19634518-288b-43c8-b322-217ee3412b7c,8f89d885-9720-4c68-a33a-566576131024,2022-08-23,238.71
0e708a36-2108-4957-887a-2dd2ef07f9e8,cfba2d45-894b-4fa0-8d09-6a8ce680c4ac,2023-07-14,70.17
e83c446d-d88e-4121-bda2-98a6d59af693,c339e30d-671e-444f-b7c9-ab665122a0bf,2022-06-15,67.15
1654df21-a256-4b8b-af18-0a7e31ec1a27,2149f94b-2e28-40e3-984e-acfccf7bf366,2024-01-09,162.02
6cfa9d7d-43e5-4c52-b047-6cf942e1b07c,fbac79d0-7d4c-4bce-bc84-16173b752bca,2023-10-13,187.66
415aa9e1-0fe7-428f-a9bd-31bf3b9b1031,5dcb77a7-8f7a-4648-8c1a-3b99ed36ad0d,2022-11-21,103.9
0755cdd0-ec8f-4bba-9166-eb18192e544f,6b7ed8e4-e1f6-4e7c-add4-91ebedb47f2b,2022-04-28,32.58
92aeaeb7-ac72-4954-bb60-eb4dfbee650c,a34fc111-4471-4c80-8132-141f3a415ae6,2023-01-01,119.94
99203659-96ef-48d3-849b-5e65623602c9,9c76b555-02eb-4b57-ab46-072f191be3d8,2022-07-25,184.46
fa21a9d6-d684-4cf5-8a63-54281699db64,34a5db40-f7b8-4a43-828b-ffda87ab2433,2022-06-07,152.0
4d09fdb4-bbd6-43b9-bff1-d5d799f6a43d,6e5abe3c-4d54-4aae-be14-3ef9c3dcd089,2023-06-01,165.32
bf8277c0-3e64-4545-b316-1cdee3b4f3bd,d315f214-7c4b-4450-8209-adc7b92c42ac,2022-05-19,106.07
89817e8f-a724-47fb-8b48-0e6522d9fa44,41ad7c92-9a83-4ca7-bccf-3852d70a568b,2023-01-04,93.2
f8324c3b-d101-4b7b-9e1b-b54603725ec1,09934fc0-e7f0-4247-9743-795921d31313,2022-10-18,67.17
ea3653f8-e0cb-4e97-90c9-4b363ef2bc5a,a2ea9821-71e4-4693-ba93-7e5a5be6a168,2024-03-14,136.78
5bc1d6c3-e4bf-45c6-80a6-8dee6cd5a853,62947da7-362f-4ad6-8861-c707298b3701,2023-08-11,77.13
4393f6f8-2330-4fe9-b07a-2b21c29baf2d,2c200d31-5a18-4ce5-a3c9-37c8aa1be90b,2023-04-12,138.26
dfcb65c1-ed49-4565-8ab1-5c00d20135f4,560f7004-75cc-4c4d-af29-8d5300b77e18,2022-07-07,31.3
57521431-2cdd-4ec6-8bd8-8d438b1aa76a,5357c0bf-d460-4ef1-abb1-d7d854258161,2022-09-16,101.63
e98b3656-89f3-4989-bf84-287d5637bcc5,5a4fd5c8-1dff-44c8-96bd-0316f955afb8,2023-07-02,38.35
5686d5c6-2dfc-4aa9-9167-5405d6f8aaa7,f096160c-02e8-45e5-9f66-21ce400b8260,2023-10-23,29.17
9b15f84e-26bf-4277-baab-3a590bf8e2c4,bbf829c2-108c-4071-b2b5-68f8d9267bf0,2023-11-01,84.3
69eaa504-99d9-4023-b188-6ac8980e1119,7ae99be2-2152-4484-9605-2c41fabcc93c,2023-06-11,67.45
d9deca64-b111-4404-bb51-c4c4fef8ce1b,4644816b-9a14-49ab-b91a-5954806d5670,2024-03-06,62.98
b0da4f68-5017-4508-9439-1aa3bdd2e64c,ba23d654-ae2c-412f-aba6-61be2da8233b,2023-08-08,61.66
3f676cd6-5e7c-4a7f-954e-d1ccb204623a,0ccff514-9577-48c2-927c-98bc20b2f8bf,2024-04-02,214.06
cfe4042c-b400-4db0-9a8e-00c96cc9f076,63423ab4-d16c-44c6-9845-2e53dec010a8,2023-07-01,196.48
243e3327-6e07-4542-a827-82202f7817fe,1317144e-8bbf-413e-b550-220b12ed1cfb,2023-05-29,255.45
03698c04-bd8a-44cd-81ad-1ea59df449f1,0c27bff7-a337-4bcc-b39e-a52e0ce1a682,2023-11-02,142.44
7d1a95c7-e45f-43e5-85d9-03b746bca134,9741229d-dd77-4d21-8488-3763b0c8e903,2024-02-29,47.35
3300c58b-a671-4244-9cb3-45119022adb6,e78a42d8-5079-41a0-83bd-432d291e9ac1,2023-04-15,82.61
8bd31e14-67b1-4750-8747-aa4b0edd964c,bcd4ca88-3cd2-4a5b-b577-a51aff5c0903,2024-03-24,79.93
e5e6ec23-6b03-4ed2-9175-7bbd79ea03cc,0645d253-b934-42be-b86e-3aa05daddbd3,2023-01-07,198.16
7ededf65-13d3-4355-8276-c39fc22a4d25,740fd021-a695-4f5a-8e60-51661eb6f651,2023-12-19,26.1
ecddbec9-8390-4872-94a4-602ff7d91458,fb7a293d-4c5f-45ab-ab2e-0f587604a012,2024-02-08,138.07
bc9079fa-2d42-4bdc-a3f3-4af3ab7378e7,4fafb625-7fcb-4f69-b2f4-62b828a76b56,2023-03-29,203.63
252af991-8947-4aa6-a651-88731e426a36,ac26163a-3489-4363-b786-3b1f0fd524ce,2023-10-13,224.94
a75bc96e-9c7a-44cf-93b2-ae0397659dbe,5ab267ec-a83c-4355-a6dd-bbe12587d9bb,2023-01-08,70.35
2f009966-e58a-4938-b04c-0e030c1d6b68,7bf4e6d2-652c-4304-9c3c-a8c955cf89c2,2022-11-28,164.9
4db78cfa-3656-4f49-b935-070e7b4a398b,9007614a-62bd-48ab-8ba4-5b7ac3924249,2023-01-25,41.72
8262df58-eec0-4282-b2ae-eeaf5e82ac91,513aaf3a-8e5a-48da-92b1-4433ecfd3e69,2023-05-05,76.65
c11f52be-d3e0-4bd5-bcd6-c33f9b48d615,56c39913-c5d3-44d3-be7e-eff4cfd8d36d,2023-12-25,42.77
3eda9feb-0c3a-4611-87d1-b62b2751843a,ee721970-2847-417b-8c4b-a063c589f93c,2023-11-18,168.41
7d05ddec-e11c-4e0d-a704-d523b00f19b1,1d1b4827-fbaa-48ff-9fbe-fb1d93d499f7,2023-08-02,83.04
48aefbb4-bf5f-458f-bda0-fd6190261f10,65dd00bd-8965-4ce5-afed-2cd8c1eeae8b,2022-08-05,182.76
630570dc-5361-4c9c-a992-06b2ed68f979,b15db57f-f35e-4ae4-b5e7-88ebd9e688c3,2022-06-19,30.45
2b7d8970-4efb-4868-aeef-025acf7bcac8,edc6ae19-d469-4542-b447-2687df6107cb,2024-02-04,59.74
8b2912f7-dc46-4a4d-b599-33dd864795bc,473d3bb5-0470-4b29-b680-7b75d1c98ce6,2023-07-02,204.35
